Wk;Day;Date;Time;Home;xG;Score;xG;Away;Attendance;Venue;Referee;Match Report;Notes
15;Mon;11.12.17;21:00;Espanyol;0.4;0–1;1;Girona;13,846;RCDE Stadium;José González;Match Report;
;;;;;;;;;;;;;
16;Fri;15.12.17;21:00;Sevilla;1.9;0–0;1.7;Levante;25,934;Estadio Ramón Sánchez Pizjuán;Ignacio Iglesias;Match Report;
16;Sat;16.12.17;16:15;Athletic Club;0.7;0–0;1;Real Sociedad;45,504;San Mamés;David Fernández;Match Report;
16;Sat;16.12.17;18:30;Eibar;1.1;2–1;1.4;Valencia;5,219;Estadio Municipal de Ipurúa;Pablo González;Match Report;
16;Sat;16.12.17;20:45;Atlético Madrid;1.2;1–0;0.5;Alavés;49,937;Estadio Wanda Metropolitano;Jesús Gil;Match Report;
16;Sun;17.12.17;12:00;Girona;0.3;1–0;0.3;Getafe;10,095;Estadi Municipal de Montilivi;Alberto Undiano;Match Report;
16;Sun;17.12.17;16:15;Celta Vigo;0.9;0–1;0.8;Villarreal;18,215;Estadio de Balaídos;Javier Estrada;Match Report;
16;Sun;17.12.17;17:30 (18:30);Las Palmas;1.6;2–2;1.8;Espanyol;14,020;Estadio de Gran Canaria;José Sánchez;Match Report;
16;Sun;17.12.17;20:45;Barcelona;5.5;4–0;0.4;La Coruña;53,607;Camp Nou;Antonio Matéu Lahoz;Match Report;
16;Mon;18.12.17;21:00;Málaga;1;0–2;0.9;Betis;22,488;Estadio La Rosaleda;Alberola Rojas;Match Report;
;;;;;;;;;;;;;
17;Tue;19.12.17;21:30;Levante;0.9;0–0;0.4;Leganés;14,639;Estadio Ciudad de Valencia;Santiago Jaime;Match Report;
17;Wed;20.12.17;19:30;Getafe;2.4;2–0;2.7;Las Palmas;9,231;Coliseum Alfonso Pérez;Ricardo de Burgos;Match Report;
17;Wed;20.12.17;21:30;Real Sociedad;1.4;3–1;0.4;Sevilla;17,205;Estadio Municipal de Anoeta;Alejandro Hernández;Match Report;
17;Thu;21.12.17;19:30;Eibar;2;4–1;0.4;Girona;4,867;Estadio Municipal de Ipurúa;Ignacio Iglesias;Match Report;
17;Thu;21.12.17;21:30;Alavés;2;1–0;0.5;Málaga;18,733;Estadio de Mendizorroza;Alfonso Álvarez;Match Report;
17;Fri;22.12.17;19:30;Betis;1;0–2;2.5;Athletic Club;42,713;Estadio Benito Villamarín;Juan Martínez;Match Report;
17;Fri;22.12.17;21:30;Espanyol;0.7;1–0;0.5;Atlético Madrid;19,327;RCDE Stadium;Mario Melero;Match Report;
17;Sat;23.12.17;13:00;Real Madrid;1;0–3;2.5;Barcelona;80,264;Estadio Santiago Bernabéu;José Sánchez;Match Report;
17;Sat;23.12.17;16:15;Valencia;1.9;0–1;0.9;Villarreal;39,181;Estadio de Mestalla;Daniel Trujillo;Match Report;
17;Sat;23.12.17;18:30;La Coruña;1.1;1–3;1.3;Celta Vigo;27,877;Estadio Municipal de Riazor;Alberto Undiano;Match Report;
;;;;;;;;;;;;;
18;Sat;06.01.18;13:00;Atlético Madrid;1.1;2–0;0.7;Getafe;47,023;Estadio Wanda Metropolitano;José Munuera;Match Report;
18;Sat;06.01.18;16:15;Valencia;1.9;2–1;1;Girona;27,749;Estadio de Mestalla;David Fernández;Match Report;
18;Sat;06.01.18;17:30 (18:30);Las Palmas;1;1–2;1.5;Eibar;12,059;Estadio de Gran Canaria;José González;Match Report;
18;Sat;06.01.18;20:45;Sevilla;1.3;3–5;1.8;Betis;40,282;Estadio Ramón Sánchez Pizjuán;Jesús Gil;Match Report;
18;Sun;07.01.18;12:00;Leganés;1.2;1–0;0.7;Real Sociedad;7,523;Estadio Municipal de Butarque;Javier Estrada;Match Report;
18;Sun;07.01.18;16:15;Barcelona;1.9;3–0;0.9;Levante;56,380;Camp Nou;Carlos del Cerro;Match Report;
18;Sun;07.01.18;18:30;Villarreal;1.3;1–1;1;La Coruña;15,442;Estadio de la Cerámica;David Medié;Match Report;
18;Sun;07.01.18;18:30;Athletic Club;1.8;2–0;0.2;Alavés;41,000;San Mamés;Pablo González;Match Report;
18;Sun;07.01.18;20:45;Celta Vigo;1.9;2–2;1.7;Real Madrid;20,872;Estadio de Balaídos;Santiago Jaime;Match Report;
18;Mon;08.01.18;21:00;Málaga;1.2;0–1;0.5;Espanyol;12,149;Estadio La Rosaleda;Antonio Matéu Lahoz;Match Report;
;;;;;;;;;;;;;
19;Fri;12.01.18;21:00;Getafe;0.5;1–0;0.5;Málaga;9,513;Coliseum Alfonso Pérez;Juan Martínez;Match Report;
19;Sat;13.01.18;13:00;Girona;3.6;6–0;0.2;Las Palmas;10,037;Estadi Municipal de Montilivi;Mario Melero;Match Report;
19;Sat;13.01.18;16:15;Real Madrid;2.8;0–1;1.4;Villarreal;63,403;Estadio Santiago Bernabéu;Alberto Undiano;Match Report;
19;Sat;13.01.18;18:30;Eibar;0.9;0–1;1.1;Atlético Madrid;6,186;Estadio Municipal de Ipurúa;Antonio Matéu Lahoz;Match Report;
19;Sat;13.01.18;20:45;La Coruña;1.7;1–2;0.5;Valencia;19,031;Estadio Municipal de Riazor;Alberola Rojas;Match Report;
19;Sun;14.01.18;12:00;Levante;1.4;0–1;0.2;Celta Vigo;17,007;Estadio Ciudad de Valencia;Alfonso Álvarez;Match Report;
19;Sun;14.01.18;16:15;Alavés;0.4;1–0;0.6;Sevilla;19,413;Estadio de Mendizorroza;José Sánchez;Match Report;
19;Sun;14.01.18;18:30;Espanyol;1.4;1–1;0.7;Athletic Club;20,228;RCDE Stadium;Daniel Trujillo;Match Report;
19;Sun;14.01.18;20:45;Real Sociedad;0.8;2–4;1.3;Barcelona;23,277;Estadio Municipal de Anoeta;José González;Match Report;
19;Mon;15.01.18;21:00;Betis;2.1;3–2;1.9;Leganés;41,777;Estadio Benito Villamarín;Ignacio Iglesias;Match Report;
;;;;;;;;;;;;;
